Year,Sem,College,Dept,Num,Section,Instructor,Course Name,Course Level,Total # Students,# Responses,Response Rate,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
2020,Fall,Heinz College,ISM,95884,A1,"MEYER, TOBY",NETWORK DEFENSES,Graduate,28,20,71.4,8.45,3.95,4,4.1,3.8,4.05,3.8,4.5,3.65,3.95
2020,Fall,Heinz College,ISM,95884,A1,"HERR, CHRISTOPHER",NETWORK DEFENSES,Graduate,28,20,71.4,8.65,4.25,4.5,4.2,4.05,4.2,3.95,4.65,4.05,4.05
2020,Fall,Heinz College,ISM,95885,A,"SOORIAMURTHI, RAJA",DATA SCI & BIG DATA,Graduate,31,18,58.1,12.22,3.72,2.78,3.39,2.78,3.56,3.33,4.28,3.06,3.06
2020,Fall,Heinz College,ISM,95888,L2,"ZDZIARSKI, ZBIGNIEW",DATA FOCUSED PYTHON,Graduate,27,9,33.3,9.67,4.67,4.56,4.78,4.44,4.56,4.67,4.56,4.67,4.56
2020,Fall,Heinz College,ISM,95888,K1,"ZDZIARSKI, ZBIGNIEW",DATA FOCUSED PYTHON,Graduate,37,26,70.3,11.81,4.62,4.88,4.85,4.5,4.73,4.88,4.92,4.65,4.5
2020,Fall,Heinz College,ISM,95888,C2,"BARRETT, MARTIN",DATA FOCUSED PYTHON,Graduate,38,26,68.4,8.46,4.5,4.54,4.46,4.42,4.58,4.65,4.81,4.54,4.54
2020,Fall,Heinz College,ISM,95888,A1,"OSTLUND, JOHN",DATA FOCUSED PYTHON,Graduate,39,31,79.5,10.55,4.65,4.68,4.68,4.55,4.68,4.74,4.81,4.74,4.61
2020,Fall,Heinz College,ISM,95888,D2,"OSTLUND, JOHN",DATA FOCUSED PYTHON,Graduate,37,31,83.8,8.58,4.61,4.74,4.61,4.39,4.52,4.65,4.87,4.61,4.35
2020,Fall,Heinz College,ISM,95888,B1,"OSTLUND, JOHN",DATA FOCUSED PYTHON,Graduate,40,33,82.5,10.3,4.41,4.55,4.61,4.24,4.42,4.47,4.75,4.34,4.12
2020,Fall,Heinz College,ISM,95891,A,"STEIER, DAVID",INTRO TO AI,Graduate,15,14,93.3,11.64,4.71,4.71,4.71,4.5,4.93,4.57,5,4.64,4.64
2020,Fall,Heinz College,ISM,95898,Z1,"COIS, CONSTANTINE",INTRO TO PYTHON,Graduate,30,12,40,11.33,4.58,4.58,4.75,4.83,4.83,4.58,4.83,4.58,4.33
2020,Fall,Heinz College,ISM,95922,A,"PADMAN, REMA",INDEPENDENT STUDY,Graduate,4,2,50,11,5,5,5,5,5,5,5,5,5
2020,Fall,Heinz College,ISM,95926,A,"LABASH, STEFAN",INDEPENDENT STUDY,Graduate,3,3,100,4,5,4.67,4.33,4,5,4.33,5,4.67,4.33
2020,Fall,Heinz College,ISM,95929,A,"TUCKER, BRETT",INDEPENDENT STUDY,Graduate,2,1,50,14,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17200,A,"SKIRPAN, MICHAEL",ETHCS POLICY CMPTNG,Undergraduate,54,35,64.8,7.4,4.82,4.5,4.71,4.15,4.94,4.54,4.8,4.51,4.37
2020,Fall, School of Computer Science,ISR,17214,1,"BLOCH, JOSHUA",PRIN 0-0 SFTWR CONST,Undergraduate,30,16,53.3,15.06,4.88,4.56,4.56,4.44,4.94,4.94,4.94,4.88,4.75
2020,Fall, School of Computer Science,ISR,17214,1,"GARROD, CHARLES",PRIN 0-0 SFTWR CONST,Undergraduate,30,16,53.3,15.06,4.88,4.44,4.69,4.63,4.88,4.75,4.94,4.88,4.75
2020,Fall, School of Computer Science,ISR,17313,1,"HILTON, MICHAEL",FNDTNS SFTWR ENGNRNG,Undergraduate,57,36,63.2,10.74,4.86,4.54,4.69,4.54,4.86,4.71,4.91,4.69,4.71
2020,Fall, School of Computer Science,ISR,17313,1,"LE GOUES, CLAIRE",FNDTNS SFTWR ENGNRNG,Undergraduate,57,36,63.2,10.5,4.81,4.47,4.67,4.47,4.86,4.69,4.92,4.72,4.67
2020,Fall, School of Computer Science,ISR,17313,2,"RAZAK, SAQUIB",FNDTNS SFTWR ENGNRNG,Undergraduate,10,2,20,6.5,4,3,3,3,4,3.5,5,4,3
2020,Fall, School of Computer Science,ISR,17316,A,"BASS, LEN",DEVOPS,Undergraduate,3,2,66.7,12.5,3.5,2.5,2.5,1.5,3.5,3.5,3,3,2.5
2020,Fall, School of Computer Science,ISR,17316,A,"YASAR, HASAN",DEVOPS,Undergraduate,3,2,66.7,12.5,2.5,2.5,2.5,1.5,3.5,3,4,2.5,2.5
2020,Fall, School of Computer Science,ISR,17331,A,"SADEH, NORMAN",INFR SEC PRIV & POL,Undergraduate,6,3,50,8,4.67,5,5,5,4.67,5,5,5,3.67
2020,Fall, School of Computer Science,ISR,17331,A,"CHRISTIN, NICOLAS",INFR SEC PRIV & POL,Undergraduate,6,3,50,7,4,4.67,4,5,4.33,3.67,5,3.67,3.67
2020,Fall, School of Computer Science,ISR,17333,A,"LIBERT, TIMOTHY",PRIVCY POLCY LAW TEC,Undergraduate,7,4,57.1,8.75,4.25,4,4,3.75,4.25,4.25,4.25,4,4
2020,Fall, School of Computer Science,ISR,17333,A,"BAUER, LUJO",PRIVCY POLCY LAW TEC,Undergraduate,7,4,57.1,8.75,4.75,4.25,4.5,4,4.5,4.5,4.5,4.25,4.25
2020,Fall, School of Computer Science,ISR,17400,A,"HILTON, MICHAEL",DATA SCI MAC LEARN,Undergraduate,7,4,57.1,10.25,4.75,4.5,4.5,5,4.75,4.75,5,4.75,4.75
2020,Fall, School of Computer Science,ISR,17400,A,"MILLER, HEATHER",DATA SCI MAC LEARN,Undergraduate,7,4,57.1,10.25,5,5,5,5,5,5,5,4.75,4.75
2020,Fall, School of Computer Science,ISR,17415,A,"SUNSHINE, JOSHUA",SFTWR ENGRNG RFLCTN,Undergraduate,9,4,44.4,4.25,4.75,4.75,4.25,4.75,4.75,4.75,5,4.75,4.75
2020,Fall, School of Computer Science,ISR,17428,A,"GOEL, MAYANK",MACHINE LEARN SENSNG,Undergraduate,3,2,66.7,8,5,5,5,4,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17437,A,"EPPINGER, JEFFREY",WEB APPLCTN DEVLPMNT,Undergraduate,33,27,81.8,10.15,4.89,4.89,4.81,4.65,4.92,4.7,4.85,4.85,4.81
2020,Fall, School of Computer Science,ISR,17480,A,"BLOCH, JOSHUA",API DES & IMPLEMENT,Undergraduate,14,8,57.1,6.88,4.88,4.75,4.63,4.38,5,4.88,5,4.75,4.5
2020,Fall, School of Computer Science,ISR,17514,1,"BLOCH, JOSHUA",PRIN 0-0 SFTWR CONST,Undergraduate,66,45,68.2,14.8,4.82,4.57,4.69,4.6,4.74,4.75,4.82,4.75,4.68
2020,Fall, School of Computer Science,ISR,17514,1,"GARROD, CHARLES",PRIN 0-0 SFTWR CONST,Undergraduate,66,45,68.2,15.51,4.66,4.47,4.67,4.6,4.69,4.73,4.82,4.6,4.69
2020,Fall, School of Computer Science,ISR,17562,A,"SHAMOS, MICHAEL",LAW OF COMPUTER TECH,Undergraduate,4,1,25,5,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17599,A,"FANG, FEI",AVD MAC LRN GAME TRY,Undergraduate,2,2,100,6.5,5,4.5,4.5,5,5,4.5,5,4.5,4.5
2020,Fall, School of Computer Science,ISR,17601,A,"KOLENICH, PETER",COMM FOR SWE I,Graduate,12,10,83.3,5,3.7,2.8,3.3,3.4,2.8,3.1,3.4,2.6,2.6
2020,Fall, School of Computer Science,ISR,17601,B,"KOLENICH, PETER",COMM FOR SWE I,Graduate,6,2,33.3,5,4,3.5,5,5,5,3.5,3.5,3.5,3.5
2020,Fall, School of Computer Science,ISR,17603,A,"FROLLINI, DOMINICK",COMM FOR SW MNGRS I,Graduate,7,7,100,6.29,5,5,5,4.71,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17606,A,"LIBERT, TIMOTHY",PRVY DES PRJ WRKSHP,Graduate,10,6,60,17.67,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17611,A1,"MIRANDA, EDUARDO",STATS FOR DEC MAKING,Graduate,26,20,76.9,9.05,4.45,4.35,4.25,4.1,4.3,4.15,4.4,4.1,3.95
2020,Fall, School of Computer Science,ISR,17612,A1,"VADLAMUDI, VIJAY",BUS & MARK STRGY,Graduate,27,22,81.5,8.41,4.41,4.14,4.09,4.14,4.36,4.32,4.73,4.18,4.14
2020,Fall, School of Computer Science,ISR,17612,A1,"SCHOONOVER, GREGG",BUS & MARK STRGY,Graduate,27,22,81.5,8.27,4.55,4.32,4.18,4.55,4.36,4.32,4.73,4.36,4.14
2020,Fall, School of Computer Science,ISR,17614,A1,"GARLAN, DAVID",FORMAL METHODS,Graduate,19,11,57.9,13.18,4.45,4.55,4.55,4.7,4.18,4.45,4.64,4.55,4.55
2020,Fall, School of Computer Science,ISR,17614,21,"GARLAN, DAVID",FORMAL METHODS,Graduate,10,4,40,14,3,3.25,3.5,3.75,2.75,3.75,4.25,2.75,2.75
2020,Fall, School of Computer Science,ISR,17614,11,"GARLAN, DAVID",FORMAL METHODS,Graduate,19,16,84.2,13.81,4.56,4.63,4.56,4.75,4.31,4.56,4.81,4.5,4.5
2020,Fall, School of Computer Science,ISR,17614,B1,"GARLAN, DAVID",FORMAL METHODS,Graduate,10,3,30,15,3.67,3.33,3.67,3.67,3,4,4.67,3.33,3.33
2020,Fall, School of Computer Science,ISR,17614,B1,"KANG, EUNSUK",FORMAL METHODS,Graduate,10,3,30,14,3.67,3.67,3.67,4,3,4,4.33,3.67,3.33
2020,Fall, School of Computer Science,ISR,17614,A1,"KANG, EUNSUK",FORMAL METHODS,Graduate,19,11,57.9,13.18,4.45,4.55,4.55,4.73,4.27,4.45,4.55,4.55,4.64
2020,Fall, School of Computer Science,ISR,17614,21,"KANG, EUNSUK",FORMAL METHODS,Graduate,10,4,40,14,3.25,3.75,3.5,4,2.5,3.75,4.25,3,2.75
2020,Fall, School of Computer Science,ISR,17614,11,"KANG, EUNSUK",FORMAL METHODS,Graduate,19,16,84.2,13.81,4.63,4.69,4.63,4.81,4.31,4.63,4.81,4.69,4.5
2020,Fall, School of Computer Science,ISR,17615,A1,"BASS, MATTHEW",DATA STRCT & ALGRTHM,Graduate,23,20,87,6.05,3.95,4.1,4.1,4,4.05,4.05,4.45,3.9,3.95
2020,Fall, School of Computer Science,ISR,17616,A,"BASS, LEN",DEVOPS,Graduate,17,11,64.7,14.73,4.45,4.82,4.73,4.45,4.82,4.64,4.64,4.45,4.64
2020,Fall, School of Computer Science,ISR,17616,A,"YASAR, HASAN",DEVOPS,Graduate,17,11,64.7,14.73,4.45,4.55,4.64,4.18,4.91,4.27,4.55,4.27,4.55
2020,Fall, School of Computer Science,ISR,17617,A2,"JUSTICE, DANIEL",PROG QUANTM COMPTRS,Graduate,14,4,28.6,7.25,4.5,4.25,4.25,4.25,4.5,4.25,4.75,4.25,4.25
2020,Fall, School of Computer Science,ISR,17622,B2,"MIRANDA, EDUARDO",AGILE METHODS,Graduate,18,13,72.2,9.2,3.7,3.5,3.8,3.4,3.4,3.3,4,3.1,3
2020,Fall, School of Computer Science,ISR,17622,A2,"MIRANDA, EDUARDO",AGILE METHODS,Graduate,9,5,55.6,12.4,2.8,2.8,2.6,2.6,3.2,2.8,2.6,2.6,2.2
2020,Fall, School of Computer Science,ISR,17622,B2,"TELANG, SUJATA",AGILE METHODS,Graduate,18,13,72.2,10.31,3.42,3.17,3.17,3.33,3.25,3.17,3.83,3,2.85
2020,Fall, School of Computer Science,ISR,17622,A2,"TELANG, SUJATA",AGILE METHODS,Graduate,9,5,55.6,10.6,2.6,2.8,2.4,2.4,2.5,2.4,2.8,2.6,2
2020,Fall, School of Computer Science,ISR,17623,A2,"GENNARI, JEFFREY",QUALITY ASSURANCE,Graduate,26,18,69.2,18.44,4,4,4.28,3.56,4.33,3.89,4.5,4.06,4.17
2020,Fall, School of Computer Science,ISR,17623,A2,"TIMPERLEY, CHRISTOPHER",QUALITY ASSURANCE,Graduate,26,18,69.2,18.75,4.33,4.25,4.33,4.08,4.25,4.17,4.58,4.42,4.25
2020,Fall, School of Computer Science,ISR,17624,22,"KANG, EUNSUK",ADVNCD FORMAL METHOD,Graduate,3,3,100,12.5,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17624,22,"GARLAN, DAVID",ADVNCD FORMAL METHOD,Graduate,3,3,100,11,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17625,A2,"BASS, MATTHEW",DSGN PTRN & API DSGN,Graduate,23,14,60.9,15.36,3.21,3.5,3.64,2.79,3.5,3.5,4.14,3.14,3.43
2020,Fall, School of Computer Science,ISR,17626,A2,"BREAUX, TRAVIS",RQ FOR INFO SYS,Graduate,23,16,69.6,15.38,3.56,3.25,3,3.31,3.06,3.19,3.44,3,2.94
2020,Fall, School of Computer Science,ISR,17627,A2,"BREAUX, TRAVIS",RQ FOR EMBED SYS,Graduate,3,2,66.7,11,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17627,A2,"PAVETTI, SCOTT",RQ FOR EMBED SYS,Graduate,3,2,66.7,11,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17631,A,"SADEH, NORMAN",INFM SEC PRIV & POL,Graduate,10,3,30,7,5,4.67,5,4.67,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17631,A,"CHRISTIN, NICOLAS",INFM SEC PRIV & POL,Graduate,10,3,30,7,5,4.67,4.67,4.67,4.67,4.67,5,4.67,4.67
2020,Fall, School of Computer Science,ISR,17637,A,"EPPINGER, JEFFREY",WEB APPLCTN DEVLPMNT,Graduate,89,72,80.9,12.36,4.89,4.85,4.85,4.79,4.87,4.86,4.92,4.86,4.85
2020,Fall, School of Computer Science,ISR,17645,1,"KAESTNER, CHRISTIAN",SFTWR ENG FOR AI SYS,Graduate,14,13,92.9,11.46,4.85,4.69,4.92,4.85,4.85,4.92,4.92,4.69,4.69
2020,Fall, School of Computer Science,ISR,17645,1,"KANG, EUNSUK",SFTWR ENG FOR AI SYS,Graduate,14,13,92.9,11.46,4.85,4.69,4.92,4.85,4.85,4.77,4.92,4.69,4.77
2020,Fall, School of Computer Science,ISR,17658,A,"TELANG, SUJATA",MITS SEMINAR I,Graduate,7,2,28.6,3.5,4.5,4.5,5,5,4.5,4.5,5,4.5,5
2020,Fall, School of Computer Science,ISR,17673,A,"TELANG, SUJATA",SOFTWR DEV STUDO III,Graduate,14,7,50,25.2,4.25,3.6,3.67,4,4.33,4.25,4.5,4.25,4
2020,Fall, School of Computer Science,ISR,17673,A,"BREAUX, TRAVIS",SOFTWR DEV STUDO III,Graduate,14,7,50,24.75,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17673,A,"BASS, MATTHEW",SOFTWR DEV STUDO III,Graduate,14,7,50,23.33,4.5,4.6,4.8,4.8,4.8,4.8,5,4.8,4.6
2020,Fall, School of Computer Science,ISR,17673,A,"MIRANDA, EDUARDO",SOFTWR DEV STUDO III,Graduate,14,7,50,24.75,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17675,A,"MIRANDA, EDUARDO",SE PRACTICUM,Graduate,26,8,30.8,27,4,4,4.14,4.14,4.14,4,4.14,4.14,4
2020,Fall, School of Computer Science,ISR,17675,A,"BASS, MATTHEW",SE PRACTICUM,Graduate,26,8,30.8,27,4,3.5,3.75,3.75,3.88,3.88,4,3.5,3.5
2020,Fall, School of Computer Science,ISR,17675,A,"BREAUX, TRAVIS",SE PRACTICUM,Graduate,26,8,30.8,27,4,4,4,4,4,4,4,4,3.86
2020,Fall, School of Computer Science,ISR,17675,A,"TELANG, SUJATA",SE PRACTICUM,Graduate,26,8,30.8,24.71,4,4.14,3.86,4,4,3.86,4.14,3.86,3.86
2020,Fall, School of Computer Science,ISR,17681,A1,"LEE, TERRY",JAVA FOR APP PROG,Graduate,55,48,87.3,11.04,4.71,4.65,4.77,4.43,4.79,4.69,4.67,4.69,4.6
2020,Fall, School of Computer Science,ISR,17683,A2,"LEE, TERRY",DATA STRCR APPL PRGM,Graduate,116,93,80.2,12.32,4.84,4.86,4.85,4.7,4.91,4.96,4.82,4.92,4.85
2020,Fall, School of Computer Science,ISR,17700,A,"MILLER, HEATHER",DATA SCI MAC LEARN,Graduate,23,18,78.3,11.33,4.94,4.83,4.94,4.83,4.78,4.78,5,4.61,4.56
2020,Fall, School of Computer Science,ISR,17700,A,"HILTON, MICHAEL",DATA SCI MAC LEARN,Graduate,23,18,78.3,11.5,4.78,4.67,4.83,4.61,4.72,4.67,5,4.5,4.5
2020,Fall, School of Computer Science,ISR,17702,A,"LIBERT, TIMOTHY",CURNT TPC PRVY SEMR,Graduate,12,8,66.7,3.13,4.75,4.75,4.63,4.75,4.75,4.75,4.75,4.75,4.75
2020,Fall, School of Computer Science,ISR,17724,22,"GARLAN, DAVID",ADVNCD FORMAL METHOD,Graduate,2,0,0,,,,,,,,,,
2020,Fall, School of Computer Science,ISR,17726,W2,"GOEL, MAYANK",MACHINE LEARN SENSNG,Graduate,4,2,50,8,5,5,5,4.5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17728,A,"GOEL, MAYANK",MACHINE LEARN SENSNG,Graduate,27,17,63,9.24,4.76,4.71,4.82,4.59,4.82,4.59,4.94,4.65,4.65
2020,Fall, School of Computer Science,ISR,17731,A,"FANTI, GIULIA",FOUNDATIONS OF PRIVC,Graduate,5,3,60,11,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17733,A,"LIBERT, TIMOTHY",PRIVCY POL LAW TECH,Graduate,8,4,50,8,4.5,4.5,5,4.25,5,4.5,4,4.5,4.75
2020,Fall, School of Computer Science,ISR,17733,A,"BAUER, LUJO",PRIVCY POL LAW TECH,Graduate,8,4,50,8,4.5,4.5,5,4.25,5,4.5,5,5,4.75
2020,Fall, School of Computer Science,ISR,17759,A,"FANG, FEI",AVD MAC LRN GAME TRY,Graduate,13,10,76.9,10.4,4.9,4.8,4.8,4.6,4.8,4.5,4.9,4.7,4.7
2020,Fall, School of Computer Science,ISR,17762,A,"SHAMOS, MICHAEL",LAW OF COMPUTER TECH,Graduate,24,16,66.7,9.81,4.75,4.94,4.88,4.88,4.75,4.81,4.81,4.69,4.69
2020,Fall, School of Computer Science,ISR,17780,A,"BLOCH, JOSHUA",API DES & IMPLEMENT,Graduate,32,22,68.8,9.91,4.86,4.82,4.95,4.73,4.91,4.91,4.91,4.86,4.82
2020,Fall, School of Computer Science,ISR,17808,A,"ALDRICH, JONATHAN",SOFTWARE ENGNG RESRC,Graduate,9,2,22.2,12.5,4.5,4,4,4.5,4,4,4.5,4.5,4
2020,Fall, School of Computer Science,ISR,17808,A,"MILLER, HEATHER",SOFTWARE ENGNG RESRC,Graduate,9,2,22.2,12.5,4,4,4,3.5,4,4,4,3,4
2020,Fall, School of Computer Science,ISR,17808,A,"BREAUX, TRAVIS",SOFTWARE ENGNG RESRC,Graduate,9,2,22.2,11,4.5,4,4,4,4,4,4,4,4
2020,Fall, School of Computer Science,ISR,17808,A,"LE GOUES, CLAIRE",SOFTWARE ENGNG RESRC,Graduate,9,2,22.2,12.5,4.5,4,4,4,4,4,4.5,4,4
2020,Fall, School of Computer Science,ISR,17808,A,"GARLAN, DAVID",SOFTWARE ENGNG RESRC,Graduate,9,2,22.2,12.5,4.5,3.5,3.5,3,4,4,4,4,4
2020,Fall, School of Computer Science,ISR,17808,A,"PADHYE, ROHAN",SOFTWARE ENGNG RESRC,Graduate,9,2,22.2,12.5,4.5,4,4,4.5,4,4,4,4,4
2020,Fall, School of Computer Science,ISR,17808,A,"KAESTNER, CHRISTIAN",SOFTWARE ENGNG RESRC,Graduate,9,2,22.2,12.5,4.5,4,4,4.5,4.5,4.5,4.5,4.5,4
2020,Fall, School of Computer Science,ISR,17808,A,"VASILESCU, BOGDAN",SOFTWARE ENGNG RESRC,Graduate,9,2,22.2,12.5,4,4,4,3.5,4.5,4,4,4,4
2020,Fall, School of Computer Science,ISR,17808,A,"HERBSLEB, JAMES",SOFTWARE ENGNG RESRC,Graduate,9,2,22.2,5,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17821,A,"CARLEY, KATHLEEN",CMP MDL SOC TCH SYS,Graduate,8,6,75,11.5,4.83,4.67,4.83,4.83,4.83,4.67,4.83,4.83,4.83
2020,Fall, School of Computer Science,ISR,17881,A,"AGARWAL, YUVRAJ",ST SENSG INTRN THNGS,Graduate,5,5,100,6.2,4.8,4.6,4,4.4,4.6,4.4,4.8,4.8,4.4
2020,Fall, School of Computer Science,ISR,17905,A,"SUNSHINE, JOSHUA",SFTWR ENGRNG RFLCTN,Graduate,2,1,50,8,5,5,5,5,5,5,5,5,5
2020,Fall, School of Computer Science,ISR,17994,A,"CHRISTIN, NICOLAS",SC COMPUTING PRACTIC,Graduate,6,5,83.3,5,4.8,4.8,4.6,4.2,4.6,4.8,5,5,4.4
2020,Fall, School of Computer Science,ISR,17996,D,"CRANOR, LORRIE",SC INDEP STUDY,Graduate,2,0,0,,,,,,,,,,
2020,Fall, School of Computer Science,LTI,11324,A,"LEVIN, LORRAINE",HUMAN LANG FOR AI,Undergraduate,11,6,54.5,7.5,4.67,4.33,4.67,3.83,4.83,4.5,4.67,4.67,4.17
2020,Fall, School of Computer Science,LTI,11324,A,"MORTENSEN, DAVID",HUMAN LANG FOR AI,Undergraduate,11,6,54.5,7.5,4.5,4,4.83,4.17,4.5,4.5,4.5,4.5,4.17
2020,Fall, School of Computer Science,LTI,11344,A,"ROSE, CAROLYN",MACHINE LRNG PRACTCE,Undergraduate,19,13,68.4,9.15,4.54,4.46,4.46,4.08,4.62,4.38,4.62,4.38,4.23
2020,Fall, School of Computer Science,LTI,11411,A,"BLACK, ALAN",NATRL LNGUAG PRCSSNG,Undergraduate,57,20,35.1,11.85,4.2,3.75,3.95,3.6,4.5,3.9,4.55,3.6,3.8
2020,Fall, School of Computer Science,LTI,11411,B,"BLACK, ALAN",NATRL LNGUAG PRCSSNG,Undergraduate,6,4,66.7,10.25,4.25,4,4,3.75,3.75,3.5,4.25,3.25,3.5
2020,Fall, School of Computer Science,LTI,11411,B,"MORTENSEN, DAVID",NATRL LNGUAG PRCSSNG,Undergraduate,6,4,66.7,11,4.25,4,3.75,3.75,3.75,4,4.25,3.75,3.5
2020,Fall, School of Computer Science,LTI,11411,A,"MORTENSEN, DAVID",NATRL LNGUAG PRCSSNG,Undergraduate,57,20,35.1,12,4.3,4.05,4.16,3.7,4.4,4.05,4.5,3.9,3.8
2020,Fall, School of Computer Science,LTI,11441,A,"YANG, YIMING",MACH LRNG TXT MINING,Undergraduate,2,0,0,,,,,,,,,,
2020,Fall, School of Computer Science,LTI,11442,A,"CALLAN, JAMIE",SEARCH ENGINES,Undergraduate,11,3,27.3,10,4.67,5,5,4.33,5,5,5,4.67,4.33
2020,Fall, School of Computer Science,LTI,11485,1,"RAMAKRISHNAN, BHIKSHA",INTRO. DEEP LRNG.,Undergraduate,36,16,44.4,14.38,4.94,4.75,4.88,4.69,4.88,4.56,4.88,4.56,4.63
2020,Fall, School of Computer Science,LTI,11485,1,"SINGH, RITA",INTRO. DEEP LRNG.,Undergraduate,36,16,44.4,12.6,5,4.75,4.88,4.5,4.75,4.63,4.88,4.5,4.78
2020,Fall, School of Computer Science,LTI,11492,A,"BLACK, ALAN",SPEECH PROCESSING,Undergraduate,3,2,66.7,5,4,3,3,1,4,4,4,3.5,2.5
2020,Fall, School of Computer Science,LTI,11601,A,"BROWN, RALF",CODE&ALGO BOOTCAMP,Graduate,89,55,61.8,13.7,4.53,4.69,4.71,4.56,4.72,4.42,4.85,4.31,4.56
2020,Fall, School of Computer Science,LTI,11611,B,"BLACK, ALAN",NATRL LNGUAG PRCSSNG,Graduate,3,1,33.3,11,4,4,4,4,4,5,5,4,4
2020,Fall, School of Computer Science,LTI,11611,A,"BLACK, ALAN",NATRL LNGUAG PRCSSNG,Graduate,30,16,53.3,11.81,4.06,3.88,4,3.94,4.13,4.06,4.44,3.88,3.94
2020,Fall, School of Computer Science,LTI,11611,R,"BLACK, ALAN",NATRL LNGUAG PRCSSNG,Graduate,7,5,71.4,15.4,4.4,4.6,4.4,4.6,4.6,4.2,4.8,4.6,4.4
2020,Fall, School of Computer Science,LTI,11611,A,"MORTENSEN, DAVID",NATRL LNGUAG PRCSSNG,Graduate,30,16,53.3,12.19,4.19,4,3.73,3.87,4,3.75,4.25,3.81,3.69
2020,Fall, School of Computer Science,LTI,11611,R,"MORTENSEN, DAVID",NATRL LNGUAG PRCSSNG,Graduate,7,5,71.4,15.4,5,4.6,4.6,4.8,4.6,4.4,5,4.4,4.6
2020,Fall, School of Computer Science,LTI,11611,B,"MORTENSEN, DAVID",NATRL LNGUAG PRCSSNG,Graduate,3,1,33.3,11,4,4,4,4,4,4,4,4,4
2020,Fall, School of Computer Science,LTI,11624,A,"MORTENSEN, DAVID",HUMAN LANG FOR. AI,Graduate,3,2,66.7,9.5,5,5,5,4.5,4.5,4.5,4.5,5,4
2020,Fall, School of Computer Science,LTI,11624,A,"LEVIN, LORRAINE",HUMAN LANG FOR. AI,Graduate,3,2,66.7,9.5,4.5,4,4.5,3.5,4.5,4,4.5,4,3.5
2020,Fall, School of Computer Science,LTI,11631,A,"NYBERG, ERIC",DATA SCIENCE SEM,Graduate,23,9,39.1,7.67,3.44,3,3.11,2.11,3.33,2.67,4,2.89,2.56
2020,Fall, School of Computer Science,LTI,11631,B,"NYBERG, ERIC",DATA SCIENCE SEM,Graduate,33,19,57.6,8.68,2.74,2.58,2.95,2.17,3,2.58,4.05,2.63,2.21
2020,Fall, School of Computer Science,LTI,11632,A,"NYBERG, ERIC",DTA SCI CP,Graduate,68,18,26.5,11.18,4.5,4.38,4.5,4.44,4.56,4.44,4.56,4.5,4.5
2020,Fall, School of Computer Science,LTI,11635,A,"NYBERG, ERIC",DS CAP RES,Graduate,68,15,22.1,11.23,4.38,4.23,4.43,4.5,4.62,4.43,4.5,4.43,4.43
2020,Fall, School of Computer Science,LTI,11637,A,"NYBERG, ERIC",FOUNDCOMPDS,Graduate,38,16,42.1,13.19,3.44,3.69,3.63,3.19,3.63,3.38,4.5,3.31,3.44
2020,Fall, School of Computer Science,LTI,11637,A,"STAMPER, JOHN",FOUNDCOMPDS,Graduate,38,16,42.1,13.19,3.44,3.5,3.56,3.19,3.75,3.44,4.38,3.31,3.44
2020,Fall, School of Computer Science,LTI,11641,A,"YANG, YIMING",MACH LRNG TXT MINING,Graduate,19,11,57.9,10.18,3.73,4.36,4.18,3.18,4.27,4.27,4.36,4,4
2020,Fall, School of Computer Science,LTI,11642,A,"CALLAN, JAMIE",SEARCH ENGINES,Graduate,46,28,60.9,15.75,4.89,4.75,4.73,4.31,4.73,4.75,4.89,4.79,4.61
2020,Fall, School of Computer Science,LTI,11651,A,"SHAMOS, MICHAEL",AI & FUT. MKTS,Graduate,21,14,66.7,11.07,4.86,4.64,4.71,4.43,4.64,4.5,4.93,4.64,4.29
2020,Fall, School of Computer Science,LTI,11654,A,"CARRYER, BARBARA",AI INNOVATION,Graduate,36,13,36.1,6.85,4.54,4.31,4.23,4.38,4.31,4,4.46,4,3.92
2020,Fall, School of Computer Science,LTI,11663,A,"ROSE, CAROLYN",APPLIED MACH. LRNG.,Graduate,12,10,83.3,10.1,4.4,4.2,4.2,4.2,4.3,4,4.4,4.1,4.2
